Accesion 	Pffam 	(Uniprot-Pfam) 	MD5 digest 	Length 	Description 	Start 	Stop 	Score 	Interpro 	Description 	Annotations 	Go annotations	EC Number 	Gen 	Microrganism	KEGG	KO	path1	path2	path3
Q8U2E4	PF00175	Q8U2E4PF00175	24ebd4dc74b4977e5f1515aeefb02004	292	Oxidoreductase NAD-binding domain	125	229	1.10E-13	IPR001433	Oxidoreductase FAD/NAD(P)-binding			1.12.98.4	hydC	Pyrococcus furiosus	pfu-PF0892	K17995  	6	0	0
Q8U2E4	PF00970	Q8U2E4PF00970	24ebd4dc74b4977e5f1515aeefb02004	292	Oxidoreductase FAD-binding domain	32	111	1.10E-08	IPR008333	Oxidoreductase, FAD-binding domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.12.98.4	hydC	Pyrococcus furiosus	pfu-PF0892	K17995  	6	0	0
Q8U2E4	PF10418	Q8U2E4PF10418	24ebd4dc74b4977e5f1515aeefb02004	292	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	248	284	2.00E-13	IPR019480	Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulphur cluster binding domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.12.98.4	hydC	Pyrococcus furiosus	pfu-PF0892	K17995  	6	0	0
E7FHU4	PF01058	E7FHU4PF01058	5335c1127764bf2ceb5ab30e27112636	261	NADH ubiquinone oxidoreductase, 20 Kd subunit	14	148	3.00E-27	IPR006137	NADH:ubiquinone oxidoreductase-like, 20kDa subunit			1.12.98.4	hydD	Pyrococcus furiosus	pfu-PF0893	K17994 	6	0	0
Q1R183	PF00106	Q1R183PF00106	d32652455a2a3f8472fc39b926637874	253	short chain dehydrogenase	4	190	1.40E-49	IPR002347	Short-chain dehydrogenase/reductase SDR			1.1.1.313	isfD	Chromohalobacter salexigens DSM 3043	csa-Csal_0161	K15373	19	0	0
Q9X404	PF00355	Q9X404PF00355	829089709272673f6af7e7ab0c2a25e6	414	Rieske [2Fe-2S] domain	44	132	1.90E-15	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	Reactome: R-HSA-611105|Reactome: R-HSA-6799198		1.14.13.111	msmA	Methylosulfonomonas methylovora	 	K16968	22	0	0
Q9X404	PF00848	Q9X404PF00848	829089709272673f6af7e7ab0c2a25e6	414	Ring hydroxylating alpha subunit (catalytic domain)	195	395	4.00E-05	IPR015879	Aromatic-ring-hydroxylating dioxygenase, alpha subunit, C-terminal domain	Reactome: R-HSA-611105|Reactome: R-HSA-6799198		1.14.13.111	msmA	Methylosulfonomonas methylovora	 	K16968	22	0	0
Q9X405	PF13577	Q9X405PF13577	642d40e70ab725fa177c1b13ba3d7bfc	181	SnoaL-like domain	24	164	1.30E-10	IPR009959	Polyketide cyclase SnoaL-like domain			1.14.13.111	msmB	Methylosulfonomonas methylovora	 	K16969	22	0	0
P70752	PF00355	P70752PF00355	8527e2bb563818497df3b116760b1226	123	Rieske [2Fe-2S] domain	2	88	6.00E-09	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	KEGG: 00920+1.8.5.2|MetaCyc: PWY-5303		1.14.13.111	msmC	Methylosulfonomonas methylovora	 	K15762	22	0	0
Q9X406	PF00111	Q9X406PF00111	52d1440085d2fa4e09da0585f6bcc6f4	366	2Fe-2S iron-sulfur cluster binding domain	33	100	2.70E-11	IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.14.13.111	msmD	Methylosulfonomonas methylovora	 	K15765	22	0	0
Q9X406	PF00175	Q9X406PF00175	52d1440085d2fa4e09da0585f6bcc6f4	366	Oxidoreductase NAD-binding domain	230	345	9.20E-11	IPR001433	Oxidoreductase FAD/NAD(P)-binding			1.14.13.111	msmD	Methylosulfonomonas methylovora	 	K15765	22	0	0
Q9X406	PF00970	Q9X406PF00970	52d1440085d2fa4e09da0585f6bcc6f4	366	Oxidoreductase FAD-binding domain	131	219	4.00E-10	IPR008333	Oxidoreductase, FAD-binding domain			1.14.13.111	msmD	Methylosulfonomonas methylovora	 	K15765	22	0	0
Q48924	PF01208	Q48924PF01208	b7072a80243107cec02f7f2451cd44c7	367	Uroporphyrinogen decarboxylase (URO-D)	7	333	4.80E-67	IPR000257	Uroporphyrinogen decarboxylase (URO-D)	Reactome: R-HSA-611105|Reactome: R-HSA-71403		2.1.1.251	mtsA	Methanosarcina barkeri	 	K16954	24	25	26
P37600	PF00384	P37600PF00384	bc4e4b856a9e94c051705e7b13c1a8ed	758	Molybdopterin oxidoreductase	98	524	3.90E-101	IPR006656	Molybdopterin oxidoreductase	Reactome: R-HSA-611105|Reactome: R-HSA-6799198		1.97.1.-	phsA	Salmonella enterica	stm-STM2065	K08352	4	7	0
P37600	PF01568	P37600PF01568	bc4e4b856a9e94c051705e7b13c1a8ed	758	Molydopterin dinucleotide binding domain	637	746	4.10E-21	IPR006657	Molybdopterin dinucleotide-binding domain			1.97.1.-	phsA	Salmonella enterica	stm-STM2065	K08352	4	7	0
P37600	PF04879	P37600PF04879	bc4e4b856a9e94c051705e7b13c1a8ed	758	Molybdopterin oxidoreductase Fe4S4 domain	43	94	1.20E-12	IPR006963	Molybdopterin oxidoreductase, 4Fe-4S domain	Reactome: R-HSA-611105|Reactome: R-HSA-6799198		1.97.1.-	phsA	Salmonella enterica	stm-STM2065	K08352	4	7	0
P0A1I1	PF12800	P0A1I1PF12800	11515c5ed5bf6048a1fbf57256ea7999	192	4Fe-4S binding domain	15	28	0.0043	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain			1.8.5.-	phsB	Salmonella enterica enterica serovar Typhimurium	stm:STM2064	K08353	4	7	
P0A1I1	PF13247	P0A1I1PF13247	11515c5ed5bf6048a1fbf57256ea7999	192	4Fe-4S dicluster domain	57	152	3.90E-24	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain			1.8.5.-	phsB	Salmonella enterica enterica serovar Typhimurium	stm:STM2064	K08353	4	7	
P37602	PF01292	P37602PF01292	9883a63864ff75fee12f51cffefdaadf	254	Prokaryotic cytochrome b561	59	239	9.40E-21	IPR011577	Cytochrome b561, bacterial/Ni-hydrogenase			1.97.1.-	phsC	Salmonella enterica	stm-STM2063	K08354	4	7	0
P23857	PF00581	P23857PF00581	18dca3e93ec28bfdee59bd227ada733e	104	Rhodanese-like domain	22	89	3.80E-12	IPR001763	Rhodanese-like domain	Reactome: R-HSA-196843		2.8.1.1	pspE	Escherichia coli K-12 substr. MG1655	eco-b1308	K02439	7	0	0
P31075	PF00384	P31075PF00384	5ed68e1d202eaa3512440d2ab72865c2	763	Molybdopterin oxidoreductase	101	537	5.00E-109	IPR006656	Molybdopterin oxidoreductase	Reactome: R-HSA-1237044		1.12.98.4	psrA	Wolinella succinogenes	wsu-WS0116	K08352	6	0	0
P31075	PF01568	P31075PF01568	5ed68e1d202eaa3512440d2ab72865c2	763	Molydopterin dinucleotide binding domain	642	751	7.40E-24	IPR006657	Molybdopterin dinucleotide-binding domain	Reactome: R-HSA-73621|Reactome: R-HSA-74259		1.12.98.4	psrA	Wolinella succinogenes	wsu-WS0116	K08352	6	0	0
P31075	PF04879	P31075PF04879	5ed68e1d202eaa3512440d2ab72865c2	763	Molybdopterin oxidoreductase Fe4S4 domain	45	97	1.80E-13	IPR006963	Molybdopterin oxidoreductase, 4Fe-4S domain			1.12.98.4	psrA	Wolinella succinogenes	wsu-WS0116	K08352	6	0	0
P31075	PF10518	P31075PF10518	5ed68e1d202eaa3512440d2ab72865c2	763	TAT (twin-arginine translocation) pathway signal sequence	5	23	9.40E-07	IPR019546	Twin-arginine translocation pathway, signal sequence, bacterial/archaeal			1.12.98.4	psrA	Wolinella succinogenes	wsu-WS0116	K08352	6	0	0
P31076	PF13247	P31076PF13247	a7dff123bf76b34a8b4ddb93203d4b32	191	4Fe-4S dicluster domain	54	149	9.10E-19	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain			1.12.98.4	psrB	Wolinella succinogenes	wsu:WS0117	K16293	6		
P31077	PF03916	P31077PF03916	658d7e81d000ca71d425fd8205136f5c	317	Polysulphide reductase, NrfD	7	316	1.40E-107	IPR005614	NrfD family			1.12.98.4	psrC	Wolinella succinogenes	wsu-WS0118	K16294	6	0	0
A3SR26	PF01515	A3SR26PF01515	6ba654782f1bf71ee07e99e38778b337	328	Phosphate acetyl/butaryl transferase	9	321	6.00E-107	IPR002505	Phosphate acetyl/butaryl transferase			2.3.1.8	pta	Roseovarius nubinhibens ISM	 	K06250                             K13788	15	19	23
D5AP85	PF00556	D5AP85PF00556	342ae53faffd83fb72c6478fcb76efcb	58	Antenna complex alpha/beta subunit	5	44	9.00E-16	IPR000066	Antenna complex, alpha/beta subunit	Reactome: R-HSA-71262		NO EC	pufA	Rhodobacter capsulatus	rcp-RCAP_rcc00692	K08926  	11	0	0
D5AP84	PF00556	D5AP84PF00556	33f0089009100ce39c7f3cae73b58038	49	Antenna complex alpha/beta subunit	14	49	1.50E-12	IPR000066	Antenna complex, alpha/beta subunit	Reactome: R-HSA-611105|Reactome: R-HSA-6799198		NO EC	pufB	Rhodobacter capsulatus	rcp-RCAP_rcc00691	K08927 	11	0	0
Q3J170	PF03967	Q3J170PF03967	c2b0f1dd337ae6fcf3e007bcddaba802	260	Photosynthetic reaction centre, H-chain N-terminal region	6	135	6.70E-54	IPR015810	Photosynthetic reaction centre, H subunit, N-terminal			NO EC	pufH	Rhodobacter sphaeroides	rsp-RSP_0291	K13991	11	0	0
Q3J170	PF05239	Q3J170PF05239	c2b0f1dd337ae6fcf3e007bcddaba802	260	PRC-barrel domain	145	210	2.80E-10	IPR027275	PRC-barrel domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		NO EC	pufH	Rhodobacter sphaeroides	rsp-RSP_0291	K13991	11	0	0
Q3J1A5	PF00124	Q3J1A5PF00124	a9fb9b88b8f3d3260373f8f81cb762cd	282	Photosynthetic reaction centre protein	30	273	1.20E-94	IPR000484	Photosynthetic reaction centre, L/M	KEGG: 00920+4.4.1.3|MetaCyc: PWY-6046|MetaCyc: PWY-6049		NO EC	pufL	Rhodobacter sphaeroides	rsp-RSP_0257	K08928	11	0	0
Q3J1A6	PF00124	Q3J1A6PF00124	69f8d981d332f194db9ef11300f568a4	308	Photosynthetic reaction centre protein	51	304	1.10E-95	IPR000484	Photosynthetic reaction centre, L/M			NO EC	pufM	Rhodobacter sphaeroides	rsp-RSP_0256	K08929 	11	0	0
D5AP83	PF05398	D5AP83PF05398	d6dd1953ff5d9518617f22e8a5a417ab	74	PufQ cytochrome subunit	1	73	2.10E-34	IPR008800	PufQ cytochrome subunit			NO EC	pufQ	Rhodobacter capsulatus	rcp-RCAP_rcc00690		11	0	0
D5AP88	PF11511	D5AP88PF11511	37d63ff53cef798d1984f497cc7ab71e	78	Intrinsic membrane protein PufX	11	66	4.00E-09	IPR020169	Intrinsic membrane protein family, PufX			NO EC	pufX	Rhodobacter capsulatus	rcp-RCAP_rcc00695	K13994	11	0	0
C4XI70	PF12831	C4XI70PF12831	93dfc4e98505f78d1ad9a6588bab98ee	413	FAD dependent oxidoreductase	6	41	3.50E-09	IPR023753	FAD/NAD(P)-binding domain			NO EC	qmoA	Desulfovibrio magneticus	dma-DMR_05410	K16885 	5	0	0
C4XI71	PF02662	C4XI71PF02662	fd1abca7e959abaac0f97b05541fbc14	763	Methyl-viologen-reducing hydrogenase, delta subunit	632	756	1.80E-38	IPR003813	Methyl-viologen-reducing hydrogenase, delta subunit			NO EC	qmoB	Desulfovibrio magneticus	dma-DMR_05420	K16886	5	0	0
C4XI71	PF12831	C4XI71PF12831	fd1abca7e959abaac0f97b05541fbc14	763	FAD dependent oxidoreductase	150	188	1.00E-07	IPR023753	FAD/NAD(P)-binding domain			NO EC	qmoB	Desulfovibrio magneticus	dma-DMR_05420	K16886	5	0	0
C4XI72	PF02665	C4XI72PF02665	0a675df053f679e225e488a3c176229b	399	Nitrate reductase gamma subunit	284	336	2.30E-04	IPR023234	NarG-like domain	Reactome: R-HSA-1614517			qmoC			K16887	5		
C4XI71	PF13187	C4XI71PF13187	fd1abca7e959abaac0f97b05541fbc14	763	4Fe-4S dicluster domain	555	601	4.60E-07	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683			qmoC			K16887	5		
C4XI72	PF13187	C4XI72PF13187	0a675df053f679e225e488a3c176229b	399	4Fe-4S dicluster domain	27	86	3.00E-06	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	Reactome: R-HSA-1614517			qmoC			K16887	5		
P52197	PF00581	P52197PF00581	6f629d9356425cfb94d183aee518cfc4	271	Rhodanese-like domain	13	122	4.30E-14	IPR001763	Rhodanese-like domain	KEGG: 00260+2.1.2.10|KEGG: 00670+2.1.2.10		2.8.1.1	rhdA	Azotobacter vinelandii	0	K01011	7	0	0
Q2BN77	PF00171	Q2BN77PF00171	16a52daa5efd094f8cfc77edf0a02798	456	Aldehyde dehydrogenase family	3	453	1.50E-132	IPR015590	Aldehyde dehydrogenase domain			1.2.1.73	safD	Neptuniibacter caesariensis	 		19	0	0
Q54506	PF01747	Q54506PF01747	6cbba7cb557879dfe57c62e4e0c8bfe1	437	ATP-sulfurylase	177	386	9.60E-49	IPR024951	Sulphate adenylyltransferase catalytic domain			2.7.7.4	sat	endosymbiont of Riftia pachyptila			1		
Q54506	PF14306	Q54506PF14306	6cbba7cb557879dfe57c62e4e0c8bfe1	437	PUA-like domain	2	163	6.80E-24	IPR025980	ATP-sulfurylase PUA-like domain			2.7.7.4	sat	endosymbiont of Riftia pachyptila			1		
Q0K845	PF00171	Q0K845PF00171	d4b01352c19a30dbd4e660b4b6fba51e	493	Aldehyde dehydrogenase family	26	295	2.10E-23	IPR015590	Aldehyde dehydrogenase domain			1.2.1.81	SauS	Ralstonia eutropha H16	reh-H16_A2747	K15515	13	16	0
Q0K844	PF00501	Q0K844PF00501	910880c7030edcfb8f7963cbd131d3e4	509	AMP-binding enzyme	20	414	1.60E-95	IPR000873	AMP-dependent synthetase/ligase			6.2.1.-	SauT	Ralstonia eutropha H16	reh-H16_A2748		14	0	0
Q0K844	PF13193	Q0K844PF13193	910880c7030edcfb8f7963cbd131d3e4	509	AMP-binding enzyme C-terminal domain	424	499	2.60E-20	IPR025110	AMP-binding enzyme C-terminal domain			6.2.1.-	SauT	Ralstonia eutropha H16	reh-H16_A2748		14	0	0
P0AG78	PF13531	P0AG78PF13531	584800b59681e462425a4237fd481a99	329	Bacterial extracellular solute-binding protein	32	280	2.00E-46			KEGG: 00361+1.14.13.7|KEGG: 00623+1.14.13.7|KEGG: 00627+1.14.13.7|MetaCyc: PWY-5418|MetaCyc: PWY-6197		3.6.3.25	sbp	Escherichia coli K-12 substr. MG1655	ecj:JW3888	K02048	10		
Q7UA49	PF13439	Q7UA49PF13439	6e5fab9318bfbeb7e2551436d1a7a21d	381	Glycosyltransferase Family 4	15	177	6.40E-25	IPR028098	Glycosyltransferase subfamily 4-like, N-terminal domain	Reactome: R-HSA-1237044			sdqX				28		
E7FHC4	PF00374	E7FHC4PF00374	727af15163e6b02acfdabd31a1d77f88	412	Nickel-dependent hydrogenase	234	408	1.50E-17	IPR001501	Nickel-dependent hydrogenase, large subunit	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.12.98.4	shyA	Pyrococcus furiosus	pfu-PF1332	K17993 	6	0	0
E7FHN9	PF17179	E7FHN9PF17179	36bdec15bd326d35b1705bf7f9984660	334	4Fe-4S dicluster domain	228	320	5.10E-24	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain			1.12.98.4	shyB	Pyrococcus furiosus	pfu:PF1329	K17996	6		
E7FHW8	PF00175	E7FHW8PF00175	454b628b241ef5562f7ca14b09787eea	288	Oxidoreductase NAD-binding domain	113	226	4.30E-13	IPR001433	Oxidoreductase FAD/NAD(P)-binding	Reactome: R-HSA-427652		1.12.98.4	shyC	Pyrococcus furiosus	pfu-PF1330	K17995  	6	0	0
E7FHW8	PF00970	E7FHW8PF00970	454b628b241ef5562f7ca14b09787eea	288	Oxidoreductase FAD-binding domain	10	99	3.00E-05	IPR008333	Oxidoreductase, FAD-binding domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.12.98.4	shyC	Pyrococcus furiosus	pfu-PF1330	K17995  	6	0	0
E7FHW8	PF10418	E7FHW8PF10418	454b628b241ef5562f7ca14b09787eea	288	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	245	279	1.60E-12	IPR019480	Dihydroorotate dehydrogenase, electron transfer subunit, iron-sulphur cluster binding domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.12.98.4	shyC	Pyrococcus furiosus	pfu-PF1330	K17995  	6	0	0
E7FHF8	PF01058	E7FHF8PF01058	bd46474f52cfc05d28e5ada3155282c7	237	NADH ubiquinone oxidoreductase, 20 Kd subunit	11	145	7.90E-26	IPR006137	NADH:ubiquinone oxidoreductase-like, 20kDa subunit			1.12.98.4	shyD	Pyrococcus furiosus	pfu-PF1331	K17994	6	0	0
Q9LZ66	PF01077	Q9LZ66PF01077	c922bcf170d7fc99e3c394aacb2ae682	642	Nitrite and sulphite reductase 4Fe-4S domain	499	639	2.70E-09	IPR006067	Nitrite/sulphite reductase 4Fe-4S domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.8.7.1	sir	Arabidopsis thaliana col	ath-AT5G04590	K00392	10	0	0
Q9LZ66	PF03460	Q9LZ66PF03460	c922bcf170d7fc99e3c394aacb2ae682	642	Nitrite/Sulfite reductase ferredoxin-like half domain	127	187	3.10E-15	IPR005117	Nitrite/Sulfite reductase ferredoxin-like domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.8.7.1	sir	Arabidopsis thaliana col	ath-AT5G04590	K00392	10	0	0
P72854	PF01077	P72854PF01077	1baf06740d64bd88c895d28f4f1e0adf	635	Nitrite and sulphite reductase 4Fe-4S domain	165	345	3.90E-50	IPR006067	Nitrite/sulphite reductase 4Fe-4S domain			1.8.7.1	sir	Synecocystis	syn-slr0963	K00392 	10	0	0
P72854	PF03460	P72854PF03460	1baf06740d64bd88c895d28f4f1e0adf	635	Nitrite/Sulfite reductase ferredoxin-like half domain	66	122	5.30E-15	IPR005117	Nitrite/Sulfite reductase ferredoxin-like domain			1.8.7.1	sir	Synecocystis	syn-slr0963	K00392 	10	0	0
Q1QWN6	PF02826	Q1QWN6PF02826	a499839dd5eceb06c56b81d7827baf5b	309	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	110	283	2.50E-52	IPR006140	D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain	Reactome: R-HSA-1237044		1.1.1.310	slcC	Chromohalobacter salexigens DSM 3043	csa:Csal_1770	K16843	15		
Q1QWN6	PF00389	Q1QWN6PF00389	a499839dd5eceb06c56b81d7827baf5b	309	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	5	305	5.70E-25	IPR006139	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain			1.1.1.310	slcC	Chromohalobacter salexigens DSM 3043	csa-Csal_1770	K16843	15	0	0
A3SN06	PF01070	A3SN06PF01070	3e18ffd70f0d0f529a87fd215893cbc8	378	FMN-dependent dehydrogenase	19	370	6.60E-107	IPR000262	FMN-dependent dehydrogenase			1.1.2.3	slcD	Roseovarius nubinhibens ISM	 	0	15	0	0
Q65YW9	PF00296	Q65YW9PF00296	e2f0a07a87fa5569cdfe7726a7a0fd3a	363	Luciferase-like monooxygenase	6	325	2.50E-75	IPR011251	Luciferase-like domain			1.14.14.-	snfG	Pseudomonas putida DS1	 	K17228	16	0	0
P29082	PF07682	P29082PF07682	8ec7dc49d7e58edbea64e8e94898eeef	309	Sulphur oxygenase reductase	4	303	2.70E-148	IPR011661	Sulphur oxygenase reductase			1.13.11.55	sor	Acidianus ambivalens	 	K16952	21	0	0
Q9LA16	PF00174	Q9LA16PF00174	b3380216d70cc8aebd8454f3b04a1dbd	405	Oxidoreductase molybdopterin binding domain	93	263	2.70E-52	IPR000572	Oxidoreductase, molybdopterin-binding domain			1.8.2.1	sorA	Starkeya novella	sno-Snov_3268	K07147	1	0	11
Q9LA16	PF03404	Q9LA16PF03404	b3380216d70cc8aebd8454f3b04a1dbd	405	Mo-co oxidoreductase dimerisation domain	290	396	4.70E-11	IPR005066	Moybdenum cofactor oxidoreductase, dimerisation	Reactome: R-HSA-1237044		1.8.2.1	sorA	Starkeya novella	sno-Snov_3268	K07147	1	0	11
P72177	PF02872	P72177PF02872	9752cdb94e6940f9546fb8b5228ef324	564	5'-nucleotidase, C-terminal domain	398	531	1.00E-17	IPR008334	5'-Nucleotidase, C-terminal			NO EC	soxB	Paracoccus pantotrophus	0	K17224	2	0	0
Q1W3E6	PF02872	Q1W3E6PF02872	4746b4bc9e21ce1f60f40527f1dde395	594	5'-nucleotidase, C-terminal domain	414	540	7.90E-12	IPR008334	5'-Nucleotidase, C-terminal			NO EC	soxB	Allochromatium vinosum	0	K17224	2	0	0
O07819	PF00034	O07819PF00034	9b2437dd9ff13c71498889e71e34f811	384	Cytochrome c	283	381	1.10E-08	IPR009056	Cytochrome c-like domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		NO EC	soxD	Paracoccus pantotrophus	0	0	2	0	0
O07819	PF13442	O07819PF13442	9b2437dd9ff13c71498889e71e34f811	384	Cytochrome C oxidase, cbb3-type, subunit III	58	141	5.60E-06	IPR009056	Cytochrome c-like domain	KEGG: 00910+4.2.1.1|MetaCyc: PWY-241|MetaCyc: PWY-6142|MetaCyc: PWY-7115|MetaCyc: PWY-7117		NO EC	soxD	Paracoccus pantotrophus	0	0	2	0	0
D3RVS9	PF00581	D3RVS9PF00581	b1f4cd64f6e9e5ef6b8b193a798e9590	224	Rhodanese-like domain	93	215	7.30E-11	IPR001763	Rhodanese-like domain	Reactome: R-HSA-611105|Reactome: R-HSA-71403		NO EC	soxL	Allochromatium vinosum	alv-Alvin_2171	0	2	0	0
Q9LCV0	PF00034	Q9LCV0PF00034	124b4ff784c74ddf1d45dac2c44fd625	157	Cytochrome c	47	156	1.70E-13	IPR009056	Cytochrome c-like domain			NO EC	soxX	Paracoccus pantotrophus	0	K17223  	2	0	0
Q9LCU9	PF13501	Q9LCU9PF13501	df6c165ed923eb5a50a01bda8eb9231a	140	Sulfur oxidation protein SoxY	37	138	2.50E-31	IPR032711	Ig-like SoxY domain	KEGG: 00052+2.7.7.12|KEGG: 00520+2.7.7.12|MetaCyc: PWY-6317|MetaCyc: PWY-6527|Reactome: R-HSA-5609978|Reactome: R-HSA-70370		NO EC	soxY	Paracoccus denitrificans	0	K17226 	2	0	0
Q9LCU8	PF08770	Q9LCU8PF08770	0837564a6b154f22839b275b1b859a1c	109	Sulphur oxidation protein SoxZ	14	102	3.50E-29	IPR014880	Sulphur oxidation protein SoxZ			NO EC	soxZ	Paracoccus pantotrophus	0	K17227 	2	0	0
Q3J501	PF01553	Q3J501PF01553	f8f530ff5db91d6a6b606ccba89f3119	294	Acyltransferase	70	203	1.50E-22	IPR002123	Phospholipid/glycerol acyltransferase			3.13.1.1.	sqdA	Rhodobacter spharoides	rsp-RSP_1983		28	0	0
F7UM40	PF01370	F7UM40PF01370	d6461ace853b3e68ad68752cd2c526d3	383	NAD dependent epimerase/dehydratase family	3	291	4.40E-21	IPR001509	NAD-dependent epimerase/dehydratase			3.13.1.1.	sqdB	Synechocystis sp	syn-slr1020	K06118	28	0	0
Q3J3B0	PF01370	Q3J3B0PF01370	da83c297c15d2126878ec94ec3e0ddeb	271	NAD dependent epimerase/dehydratase family	5	205	4.00E-12	IPR001509	NAD-dependent epimerase/dehydratase	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		5.1.3.2	sqdD	Rhodobacter sphaeroides	rsp-RSP_2567		28	0	0
Q7UA49	PF00534	Q7UA49PF00534	6e5fab9318bfbeb7e2551436d1a7a21d	381	Glycosyl transferases group 1	196	350	7.50E-27	IPR001296	Glycosyl transferase, family 1			NO EC	sqdX	Synechococcus sp	syw-SYNW0051		28	0	0
Q8NKK1	PF00384	Q8NKK1PF00384	21650116009d3536e20dd77fe727964f	1018	Molybdopterin oxidoreductase	119	638	2.60E-31	IPR006656	Molybdopterin oxidoreductase	Reactome: R-HSA-611105|Reactome: R-HSA-6799198		1.12.98.4	sreA	Acidianus ambivalens	0	K17220	6	0	0
Q8NKK1	PF01568	Q8NKK1PF01568	21650116009d3536e20dd77fe727964f	1018	Molydopterin dinucleotide binding domain	880	943	2.90E-10	IPR006657	Molybdopterin dinucleotide-binding domain	Reactome: R-HSA-611105|Reactome: R-HSA-6799198		1.12.98.4	sreA	Acidianus ambivalens	0	K17221	6	0	0
Q8NKK1	PF04879	Q8NKK1PF04879	21650116009d3536e20dd77fe727964f	1018	Molybdopterin oxidoreductase Fe4S4 domain	60	115	1.40E-07	IPR006963	Molybdopterin oxidoreductase, 4Fe-4S domain			1.12.98.4	sreA	Acidianus ambivalens	0	K17222	6	0	0
Q8NKK1	PF10518	Q8NKK1PF10518	21650116009d3536e20dd77fe727964f	1018	TAT (twin-arginine translocation) pathway signal sequence	12	34	6.20E-06	IPR019546	Twin-arginine translocation pathway, signal sequence, bacterial/archaeal			1.12.98.4	sreA	Acidianus ambivalens		K17221	6		
Q8NKT6	PF13247	Q8NKT6PF13247	e23a625db36f13b017486bac7c085990	227	4Fe-4S dicluster domain	68	123	1.50E-09	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	KEGG: 00361+1.14.13.7|KEGG: 00623+1.14.13.7|KEGG: 00627+1.14.13.7|MetaCyc: PWY-5418|MetaCyc: PWY-6197		1.12.98.4	sreB	Acidianus ambivalens	0	K17220	6	0	0
Q8NKT5	PF03916	Q8NKT5PF03916	b654e773ec4bd68cfb339be6b3e4188d	464	Polysulphide reductase, NrfD	43	252	1.40E-35	IPR005614	NrfD family	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.12.98.4	sreC	Acidianus ambivalens	0	K17221	6	0	0
Q52722	PF07992	Q52722PF07992	90b049f3de8ffbace5043f20be60eedb	427	Pyridine nucleotide-disulphide oxidoreductase	3	304	5.60E-15	IPR023753	FAD/NAD(P)-binding domain	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683		1.8.5.4	srq	Rhodobacter capsulatus	 	K17218	11	0	0
Q4W5U9	PF07992	Q4W5U9PF07992	da29b41fd5c189b18a07bf43d82f443e	434	Pyridine nucleotide-disulphide oxidoreductase	3	301	2.40E-20	IPR023753	FAD/NAD(P)-binding domain			1.8.5.4	srq	Acidithiobacillus ferrooxidans	 	K17218	11	0	0
Q9KI51	PF07992	Q9KI51PF07992	186505cd8768ce040ce83bb9473fa39c	436	Pyridine nucleotide-disulphide oxidoreductase	3	293	1.70E-16	IPR023753	FAD/NAD(P)-binding domain	Reactome: R-HSA-73621|Reactome: R-HSA-74259		1.8.5.4	srq	Pseudanabaena limnetica	 	K17218	11	0	0
Q8KG51	PF07992	Q8KG51PF07992	918a6520cd0c815717ff0acd2d040517	485	Pyridine nucleotide-disulphide oxidoreductase	3	155	3.70E-09	IPR023753	FAD/NAD(P)-binding domain			1.8.5.4	srq	 Chlorobaculum tepidum (polypeptide) - CT0117	cte-CT0117	K17218	11	0	0
P31142	PF00581	P31142PF00581	0749bf7dd4e705faeea83da9bb5b3937	281	Rhodanese-like domain	9	128	1.80E-18	IPR001763	Rhodanese-like domain			2.8.1.1	sseA	Escherichia coli K-12 substr. MG1655	eco-b2521	K01011	0	0	0
