	real	30	60	100	150	200	250	300
PF17042	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07096	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07097	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07098	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07099	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07101	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07102	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07103	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07104	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07105	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07112	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07116	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07117	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07118	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07119	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07120	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07125	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07128	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07129	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07131	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07134	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07136	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07138	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07139	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07142	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07146	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07150	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07151	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07154	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07159	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07165	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07166	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07176	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07182	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07183	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07185	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07187	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07190	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07193	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07197	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07198	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07199	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07203	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07205	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07208	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07209	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07210	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07214	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07215	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07220	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07223	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07226	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07232	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07233	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07235	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07237	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07242	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07248	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07252	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07256	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07270	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07273	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07274	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07278	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07279	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07285	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07286	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07288	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07290	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07293	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07295	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07301	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07305	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07306	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07308	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07312	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07313	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07314	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07315	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07316	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07318	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07323	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07326	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07330	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07338	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07339	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07341	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07342	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07343	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07345	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07346	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07349	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07350	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02520	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07351	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07356	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07358	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07363	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07364	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07368	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07369	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07370	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07371	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07372	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07374	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07377	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07379	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07381	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07383	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07384	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07386	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02576	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07389	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07394	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07397	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07403	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07405	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07408	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07411	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07420	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17384	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07423	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07431	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07433	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07438	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07439	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07457	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07466	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07469	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07481	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07482	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07509	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07510	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07511	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07485	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07550	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07551	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07005	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07556	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07560	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07561	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07563	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07564	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07566	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07577	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07579	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02582	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07588	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07590	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07597	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07598	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07599	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07600	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07602	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07603	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07606	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07607	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07608	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07609	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07610	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07611	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07613	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07614	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07617	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07618	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07619	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07621	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07622	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07625	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07628	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07629	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07632	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07643	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07659	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF01519	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07667	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07671	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07713	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07753	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07754	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07755	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF17396	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07756	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07758	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07759	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07760	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07761	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07762	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07773	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07774	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07784	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07785	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07786	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07789	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07791	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07793	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07794	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07843	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07795	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07845	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07796	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07797	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07798	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07849	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07852	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07799	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07800	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07816	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07854	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07801	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07853	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07864	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07865	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07866	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07867	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07868	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07869	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07870	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07871	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07872	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02593	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07874	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07877	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07909	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07889	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07891	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07892	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07893	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07894	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02594	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07900	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07901	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07895	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07896	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07898	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07911	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07913	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07914	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07933	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07946	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07920	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07939	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07937	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07955	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07958	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07954	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02596	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07956	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07950	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07997	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08002	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08004	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08006	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08012	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08014	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08019	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08020	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08044	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08101	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08217	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08213	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05414	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08224	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08226	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08349	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08350	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08333	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08351	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08353	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08354	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08331	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08338	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08340	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08522	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08409	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08410	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08401	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08427	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08489	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08490	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08508	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08520	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08538	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08551	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08550	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08555	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08560	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF05585	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF03564	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08570	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08576	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08578	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08719	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08588	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02620	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08589	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08590	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08592	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08593	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08611	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF07987	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08643	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08648	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08681	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08680	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08682	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08735	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08747	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF02622	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08760	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08768	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08795	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08796	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08807	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08809	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08811	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08818	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08819	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08820	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08822	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08827	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08830	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08837	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08838	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
PF08844	-0.001	0.107	0.004	-0.001	-0.001	-0.001	-0.001	-0.001
